ERROR_TYPE,COUNT,PERCENTAGE
"Network Error: HTTPSConnectionPool(host='bafybeicokah4tg45ayhtp42rdhdqadzhjrsjroz2zoqh2igcfmnwripcxq.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Nirvana.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeicokah4tg45ayhtp42rdhdqadzhjrsjroz2zoqh2igcfmnwripcxq.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeihcrbbgcadimmsmfgsls662u5hb6efrmjn7iyjdeo6c3sl4pfs34u.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Creator.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeihcrbbgcadimmsmfgsls662u5hb6efrmjn7iyjdeo6c3sl4pfs34u.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Max retries exceeded with url: /functions/v1/badge-nft-metadata/0000000000000000000000000000000000000000000000000000000000000001 (Caused by NameResolutionError(""HTTPSConnection(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Failed to resolve 'fckqnmehuebqmevkicgz.supabase.co' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Max retries exceeded with url: /functions/v1/badge-nft-metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='fckqnmehuebqmevkicgz.supabase.co', port=443): Failed to resolve 'fckqnmehuebqmevkicgz.supabase.co' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBJOJO/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://social-analyzer-backend-staging-920680503230.asia-southeast1.run.app/v1/did/metadata/56/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://stream-api.dehub.net/nfts/nft_metadata/main.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXMETAVERSE/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMELOSQUEEN/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG12/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBONIMARU/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBUBA2/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/LightingEnthusiast/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://genx-data.woj.finance/metadata/1/0.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLFW/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://racawebsource.s3-accelerate.amazonaws.com/oxford_land/metadata/n/,1,0.03%
"Network Error: HTTPSConnectionPool(host='nexusndao.com', port=443): Max retries exceeded with url: /nft.php?i= (Caused by NameResolutionError(""HTTPSConnection(host='nexusndao.com', port=443): Failed to resolve 'nexusndao.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 410 Client Error: Gone for url: https://app.metawars.gg/planets/o/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.venus.io/api/nft/,1,0.03%
Network Error: 404 Client Error: The specified blob does not exist. for url: https://blackpassmetadatapro.blob.core.windows.net/anbnb/json/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='metaswap.cx', port=443): Max retries exceeded with url: /ipfs/QmS2BFNQu2SZBP9egQQ3amRGVhSy6bqStU9WsrkXWEja4P/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='metaswap.cx', port=443): Failed to resolve 'metaswap.cx' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='earncoins.ai', port=443): Max retries exceeded with url: /metadata/v3/1/0 (Caused by NameResolutionError(""HTTPSConnection(host='earncoins.ai', port=443): Failed to resolve 'earncoins.ai' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ffinft.vip', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='ffinft.vip', port=443): Failed to resolve 'ffinft.vip' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/skill/40.json (Caused by NameResolutionError(""HTTPSConnection(host='api.dogbattle.game', port=443): Failed to resolve 'api.dogbattle.game' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/FREITAGCollector/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
On-Chain Parse Error: Extra data: line 1 column 341 (char 340),1,0.03%
"Network Error: HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/weapon/13.json (Caused by NameResolutionError(""HTTPSConnection(host='api.dogbattle.game', port=443): Failed to resolve 'api.dogbattle.game' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-weapon/ (Caused by NameResolutionError(""HTTPSConnection(host='api.cryptoblades.io', port=443): Failed to resolve 'api.cryptoblades.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.genfty.com', port=443): Max retries exceeded with url: /ipfs/bafybeidpdo3w7vqsy3ehipl54yldckf6pavett6d3dkubcuwug3ycz3owi/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1081)')))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/skill/10.json (Caused by NameResolutionError(""HTTPSConnection(host='api.dogbattle.game', port=443): Failed to resolve 'api.dogbattle.game' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/weapon/5.json (Caused by NameResolutionError(""HTTPSConnection(host='api.dogbattle.game', port=443): Failed to resolve 'api.dogbattle.game' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='www.gooodfellasnft.com', port=443): Max retries exceeded with url: /api/meta/1 (Caused by NameResolutionError(""HTTPSConnection(host='www.gooodfellasnft.com', port=443): Failed to resolve 'www.gooodfellasnft.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='agentclawai.com', port=443): Max retries exceeded with url: /images/1.svg (Caused by NewConnectionError(""HTTPSConnection(host='agentclawai.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.monsters.town', port=443): Max retries exceeded with url: /ninky-tomo/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.monsters.town', port=443): Failed to resolve 'nft.monsters.town' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSCAVENGER/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/PARISLIVESTREAMPOAP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBHEROCARD/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBELFSPORTS2/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBEASTER/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG9/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.tinyworlds.io', port=443): Max retries exceeded with url: /metadata/ticket/ (Caused by NameResolutionError(""HTTPSConnection(host='api.tinyworlds.io', port=443): Failed to resolve 'api.tinyworlds.io' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBGALAXYBLITZ/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://bobi.nftplay.fun/api/metadata/0xc16e6070999707f072b5c399e5a5fa5976129a30/0,1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://api.alturanft.com/meta/space-misfits-on-bnb/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='naturev5.com', port=443): Max retries exceeded with url: /file/v5.gif (Caused by NameResolutionError(""HTTPSConnection(host='naturev5.com', port=443): Failed to resolve 'naturev5.com' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='animedexon.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused by NameResolutionError(""HTTPSConnection(host='animedexon.pages.dev', port=443): Failed to resolve 'animedexon.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='arma-dex.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused by NameResolutionError(""HTTPSConnection(host='arma-dex.pages.dev', port=443): Failed to resolve 'arma-dex.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.meshwallet.io', port=443): Max retries exceeded with url: /license/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.meshwallet.io', port=443): Failed to resolve 'api.meshwallet.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/RARITYIES/1,1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 31 (char 30),1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG3/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMIKETYSON/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='noshibagain.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused by NameResolutionError(""HTTPSConnection(host='noshibagain.pages.dev', port=443): Failed to resolve 'noshibagain.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='sosalka-privet.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused by NameResolutionError(""HTTPSConnection(host='sosalka-privet.pages.dev', port=443): Failed to resolve 'sosalka-privet.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='adminlz.h6qz22.xyz', port=443): Max retries exceeded with url: /api/index/nftinfo/1 (Caused by NameResolutionError(""HTTPSConnection(host='adminlz.h6qz22.xyz', port=443): Failed to resolve 'adminlz.h6qz22.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://synthlaunch.fun/api/synthid/metadata/eva,1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeihubtwwtywlyf77m5arboraqehjdjygk2btc4ufhelttvcciwjuse.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Pro.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeihubtwwtywlyf77m5arboraqehjdjygk2btc4ufhelttvcciwjuse.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 233 (char 232),1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/TYSON/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMIKETK/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/WARMUP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBCRISTIANO/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FANTAMASTERVIP/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='xyisosnya.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='xyisosnya.pages.dev', port=443): Failed to resolve 'xyisosnya.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='evmqweasd.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by NameResolutionError(""HTTPSConnection(host='evmqweasd.pages.dev', port=443): Failed to resolve 'evmqweasd.pages.dev' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://greenfield-sp.bnbchain.org/download/limewire-nft-assets/m/erc1155/0000000000000000000000000000000000000000000000000000000000000001,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERSKILLSFREE/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.epichero.io/api/hero/v1/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE2/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.balmy.xyz', port=443): Max retries exceeded with url: /v2/dca/metadata/56-0xa5adc5484f9997fbf7d405b9aa62a7d88883c345-1 (Caused by NameResolutionError(""HTTPSConnection(host='api.balmy.xyz', port=443): Failed to resolve 'api.balmy.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE3/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.ipfs.chaingpt.org', port=443): Max retries exceeded with url: /ipfs/QmZsKcziw3x5Bnd2WQqDDd3PVwrxmPj2rr9zgjH5x4heHX/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='gateway.ipfs.chaingpt.org', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='icastle.io', port=443): Max retries exceeded with url: /nft/coupon/0000000000000000000000000000000000000000000000000000000000000001.json1.json (Caused by NameResolutionError(""HTTPSConnection(host='icastle.io', port=443): Failed to resolve 'icastle.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://faithfarming.com/fml/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/NFTBRASILEIRO2024/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='sweettown578.one', port=443): Max retries exceeded with url: /metadata/1 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='sweettown578.one', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='apinft.xwg.games', port=443): Max retries exceeded with url: /bscnft/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='apinft.xwg.games', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0xa600ec7db69dfcd21f19face5b209a55eab7a7c0/,1,0.03%
"Network Error: HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafkreicgcjatecv6xc2gz2i2egattyid5lk3tubwulkl2p75z2umstn32u (Caused by NameResolutionError(""HTTPSConnection(host='gateway.lighthouse.storage', port=443): Failed to resolve 'gateway.lighthouse.storage' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALICE4/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://meta.nfprompt.io/meta/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBFCCORTINA/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3-accelerate.amazonaws.com/california_land/metadata/,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://racawebsource.s3-accelerate.amazonaws.com/nft/racapunks/metadata/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBPRIMARVERAP/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://api.polyflow.tech/api/blockchain/token_uri/56/pid/1?pn=00000&po=0x5fbaf75b00dc7087b1e0bd867509fb3a14459aa7&tl=0&il=0&pt=&aml=false&time=1751081237,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-mainnet.s3.ap-southeast-1.amazonaws.com/Micro3ID.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.bakeryswap.org', port=443): Max retries exceeded with url: /nft/matrix-plus-box/ (Caused by NameResolutionError(""HTTPSConnection(host='api.bakeryswap.org', port=443): Failed to resolve 'api.bakeryswap.org' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.minesofdalarnia.com/bnb/0x17bbb9c31cfdee7c658d6252caa5869b2f879a86/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.bscscratch.com', port=443): Max retries exceeded with url: /nft//1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.bscscratch.com', port=443): Failed to resolve 'api.bscscratch.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.securescratch.com', port=443): Max retries exceeded with url: /nft/v3//1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.securescratch.com', port=443): Failed to resolve 'api.securescratch.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://app.deguard.io/images/aitech/aitech-month.png,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://s3.amazonaws.com/nft.poollotto.prod/QmdoqQMSoAtC8PgaF21dbUj9FuKWtcL2i6C4JdHfXJc3vd/metadata.json,1,0.03%
Network Error: 400 Client Error: Bad Request for url: https://api.depinsim.com/token/%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBBF/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/FOREVERCR7/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api2.bunicorn.game', port=443): Max retries exceeded with url: /api/trainers/public/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api2.bunicorn.game', port=443): Failed to resolve 'api2.bunicorn.game' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://file.coin98.com/collection/fdl/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='accessifi.io', port=443): Max retries exceeded with url: /saft/1 (Caused by NameResolutionError(""HTTPSConnection(host='accessifi.io', port=443): Failed to resolve 'accessifi.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='assets.landian.io', port=443): Max retries exceeded with url: /api/v1/asset/ (Caused by NameResolutionError(""HTTPSConnection(host='assets.landian.io', port=443): Failed to resolve 'assets.landian.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 526 Server Error: <none> for url: https://clawd4u.fun/api/agents/bigclawd4u298,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.blackboxone.io/nft/lottery/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://backerz3-token-minting-client.vercel.app/api/metadata,1,0.03%
"Network Error: HTTPConnectionPool(host='farm.pjdemo.online', port=80): Max retries exceeded with url: /files/combos/combo-1-1.json (Caused by NameResolutionError(""HTTPConnection(host='farm.pjdemo.online', port=80): Failed to resolve 'farm.pjdemo.online' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='cdn.hello.one', port=443): Max retries exceeded with url: /trade/1 (Caused by NameResolutionError(""HTTPSConnection(host='cdn.hello.one', port=443): Failed to resolve 'cdn.hello.one' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='id-nft.robinfi.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='id-nft.robinfi.com', port=443): Failed to resolve 'id-nft.robinfi.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBBW2022/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CR7NFT/1,1,0.03%
On-Chain Parse Error: 'utf-8' codec can't decode byte 0x8b in position 1: invalid start byte,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBJIMMY/1,1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0x2cde9919e81b20b4b33dd562a48a84b54c48f00c/,1,0.03%
"Network Error: HTTPSConnectionPool(host='chromia.net', port=443): Max retries exceeded with url: /oe/bsc/0x3c45e5c77cc40eb51eaa5e85c1a9b30a43764ca9/1 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='chromia.net', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Max retries exceeded with url: /storage/v1/object/public/trump//trumpvip.json (Caused by NameResolutionError(""HTTPSConnection(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Failed to resolve 'ghlenvxgqyjytgfpzuuh.supabase.co' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://pgnlz.com/img/nft.png1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.movecash.io', port=443): Max retries exceeded with url: /nft/metadata/0x0676cC19f7412b9172130D7ECDE334AAcb5b412E/1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.movecash.io', port=443): Failed to resolve 'api.movecash.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.xnft.io', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='api.xnft.io', port=443): Failed to resolve 'api.xnft.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeicf45rrhkroakyacalweydxytr2gdnxjzrwqbbnoimbfptlxwetpe.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Standard.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeicf45rrhkroakyacalweydxytr2gdnxjzrwqbbnoimbfptlxwetpe.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeiav4pziegs3escnaktfgxcfn4irr23znxjjn7ez3klrcsnbhpaefi.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Advanced.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeiav4pziegs3escnaktfgxcfn4irr23znxjjn7ez3klrcsnbhpaefi.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://burnking.site/4.jpg,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.haodongjia.me/attrs/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://app.webkey.vip/nft/v2/fragment/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://swap.ac/ac_nft_json/acorn_level_0.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='www.nichedao.com', port=443): Max retries exceeded with url: /nft/1.json (Caused by NameResolutionError(""HTTPSConnection(host='www.nichedao.com', port=443): Failed to resolve 'www.nichedao.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='divinelynft.xyz', port=443): Max retries exceeded with url: /nftV2/json/ (Caused by NameResolutionError(""HTTPSConnection(host='divinelynft.xyz', port=443): Failed to resolve 'divinelynft.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0x1961a23409ca59eedca6a99c97e4087dad752486/,1,0.03%
"Network Error: HTTPSConnectionPool(host='divinelynft.xyz', port=443): Max retries exceeded with url: /nft/json/ (Caused by NameResolutionError(""HTTPSConnection(host='divinelynft.xyz', port=443): Failed to resolve 'divinelynft.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://graphigo.prd.galaxy.eco/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.umi.io', port=443): Max retries exceeded with url: /nft/gold/ (Caused by NameResolutionError(""HTTPSConnection(host='api.umi.io', port=443): Failed to resolve 'api.umi.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='w3s.link', port=443): Max retries exceeded with url: /ipfs/bafkreifoup3t6upux2aqipxainjfmtnp7dzmpwe3hkw7su2uclleuzvpfi (Caused by NameResolutionError(""HTTPSConnection(host='w3s.link', port=443): Failed to resolve 'w3s.link' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='tubaobaoapi.codexfield.hk', port=443): Max retries exceeded with url: /api/nft/contract-metadata (Caused by NameResolutionError(""HTTPSConnection(host='tubaobaoapi.codexfield.hk', port=443): Failed to resolve 'tubaobaoapi.codexfield.hk' ([Errno -5] No address associated with hostname)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BRNFT/1,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://ipfs-gateway.superform.xyz/ipns/k51qzi5uqu5dg90fqdo9j63m556wlddeux4mlgyythp30zousgh3huhyzouyq8/JSON/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='lucy.baby', port=443): Max retries exceeded with url: /ipfs/0x08A00cFA69B96e5496B6245149857621b4F02649/ (Caused by NewConnectionError(""HTTPSConnection(host='lucy.baby', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='office.werevana.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='office.werevana.com', port=443): Failed to resolve 'office.werevana.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://ipfs.zk.me/ipns/sbt.zk.me/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://bnb-api.vimworld.com/v1/mirror/metadata/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://miningengine.live/metadata/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://tapfantasy.io/web/nft/info/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.xn--5nx88u0ov.xyz/nft-metadata/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://msn.akcnode.vip/hml1.png,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://rwa.sharex.network/metadata/1.json,1,0.03%
